,JST,Like,Want_To_Watch,Pleasant,Happy ,Emotional,Quality,Interest,Light_Hearted,Exciting,Warm,Impression
1156,16:56:37.404,3,3,3,4,2,3,4,4,2,3,3
1157,16:56:37.654,3,3,3,4,2,3,4,4,2,3,3
1158,16:56:37.904,3,3,3,4,2,3,4,4,2,3,3
1159,16:56:38.153,3,3,3,4,2,3,4,4,2,3,3
1160,16:56:38.403,3,3,3,4,2,3,4,4,2,3,3
1161,16:56:38.653,3,3,3,4,2,3,4,4,2,3,3
1162,16:56:38.903,3,3,3,4,2,3,4,4,2,3,3
1163,16:56:39.151,3,3,3,4,2,3,4,4,2,3,3
1164,16:56:39.402,3,3,3,4,2,3,4,4,2,3,3
1165,16:56:39.654,3,3,3,4,2,3,4,4,2,3,3
1166,16:56:39.903,3,3,3,4,2,3,4,4,2,3,3
1167,16:56:40.151,3,3,3,4,2,3,4,4,2,3,3
1168,16:56:40.401,3,3,3,4,2,3,4,4,2,3,3
1169,16:56:40.651,3,3,3,4,2,3,4,4,2,3,3
1170,16:56:40.901,3,3,3,4,2,3,4,4,2,3,3
1171,16:56:41.148,3,3,3,4,2,3,4,4,2,3,3
1172,16:56:41.409,3,3,3,4,2,3,4,4,2,3,3
1173,16:56:41.652,3,3,3,4,2,3,4,4,2,3,3
1174,16:56:41.901,3,3,3,4,2,3,4,4,2,3,3
1175,16:56:42.151,3,3,3,4,2,3,4,4,2,3,3
1176,16:56:42.401,3,3,3,4,2,3,4,4,2,3,3
1177,16:56:42.651,3,3,3,4,2,3,4,4,2,3,3
1178,16:56:42.901,3,3,3,4,2,3,4,4,2,3,3
1179,16:56:43.153,3,3,3,4,2,3,4,4,2,3,3
1180,16:56:43.400,3,3,3,4,2,3,4,4,2,3,3
1181,16:56:43.649,3,3,3,4,2,3,4,4,2,3,3
1182,16:56:43.900,3,3,3,4,2,3,4,4,2,3,3
1183,16:56:44.150,3,3,3,4,2,3,4,4,2,3,3
1184,16:56:44.401,3,3,3,4,2,3,4,4,2,3,3
1185,16:56:44.644,3,3,3,4,2,3,4,4,2,3,3
1186,16:56:44.904,3,3,3,4,2,3,4,4,2,3,3
1187,16:56:45.152,3,3,3,4,2,3,4,4,2,3,3
1188,16:56:45.400,3,3,3,4,2,3,4,4,2,3,3
1189,16:56:45.649,3,3,3,4,2,3,4,4,2,3,3
1190,16:56:45.899,3,3,3,4,2,3,4,4,2,3,3
1191,16:56:46.148,3,3,3,4,2,3,4,4,2,3,3
1192,16:56:46.399,3,3,3,4,2,3,4,4,2,3,3
1193,16:56:46.648,3,3,3,4,2,3,4,4,2,3,3
1194,16:56:46.898,3,3,3,4,2,3,4,4,2,3,3
1195,16:56:47.149,3,3,3,4,2,3,4,4,2,3,3
1196,16:56:47.416,3,3,3,4,2,3,4,4,2,3,3
1197,16:56:47.646,3,3,3,4,2,3,4,4,2,3,3
1198,16:56:47.895,3,3,3,4,2,3,4,4,2,3,3
1199,16:56:48.145,3,3,3,4,2,3,4,4,2,3,3
1200,16:56:48.402,3,3,3,4,2,3,4,4,2,3,3
1201,16:56:48.645,3,3,3,4,2,3,4,4,2,3,3
1202,16:56:48.895,3,3,3,4,2,3,4,4,2,3,3
1203,16:56:49.138,3,3,3,4,2,3,4,4,2,3,3
1204,16:56:49.395,3,3,3,4,2,3,4,4,2,3,3
1205,16:56:49.645,3,3,3,4,2,3,4,4,2,3,3
1206,16:56:49.896,3,3,3,4,2,3,4,4,2,3,3
1207,16:56:50.145,3,3,3,4,2,3,4,4,2,3,3
1208,16:56:50.395,3,3,3,4,2,3,4,4,2,3,3
1209,16:56:50.645,3,3,3,4,2,3,4,4,2,3,3
1210,16:56:50.891,3,3,3,4,2,3,4,4,2,3,3
1211,16:56:51.147,3,3,3,4,2,3,4,4,2,3,3
1212,16:56:51.394,3,3,3,4,2,3,4,4,2,3,3
1213,16:56:51.644,3,3,3,4,2,3,4,4,2,3,3
1214,16:56:51.895,3,3,3,4,2,3,4,4,2,3,3
1215,16:56:52.145,3,3,3,4,2,3,4,4,2,3,3
1216,16:56:52.394,3,3,3,4,2,3,4,4,2,3,3
1217,16:56:52.644,3,3,3,4,2,3,4,4,2,3,3
1218,16:56:52.894,3,3,3,4,2,3,4,4,2,3,3
1219,16:56:53.144,3,3,3,4,2,3,4,4,2,3,3
1220,16:56:53.394,3,3,3,4,2,3,4,4,2,3,3
1221,16:56:53.644,3,3,3,4,2,3,4,4,2,3,3
1222,16:56:53.894,3,3,3,4,2,3,4,4,2,3,3
1223,16:56:54.143,3,3,3,4,2,3,4,4,2,3,3
1224,16:56:54.393,3,3,3,4,2,3,4,4,2,3,3
1225,16:56:54.644,3,3,3,4,2,3,4,4,2,3,3
1226,16:56:54.892,3,3,3,4,2,3,4,4,2,3,3
1227,16:56:55.141,3,3,3,4,2,3,4,4,2,3,3
1228,16:56:55.392,3,3,3,4,2,3,4,4,2,3,3
1229,16:56:55.642,3,3,3,4,2,3,4,4,2,3,3
1230,16:56:55.883,3,3,3,4,2,3,4,4,2,3,3
1231,16:56:56.142,3,3,3,4,2,3,4,4,2,3,3
1232,16:56:56.392,3,3,3,4,2,3,4,4,2,3,3
1233,16:56:56.641,3,3,3,4,2,3,4,4,2,3,3
1234,16:56:56.891,3,3,3,4,2,3,4,4,2,3,3
1235,16:56:57.141,3,3,3,4,2,3,4,4,2,3,3
1236,16:56:57.391,3,3,3,4,2,3,4,4,2,3,3
1237,16:56:57.634,3,3,3,4,2,3,4,4,2,3,3
1238,16:56:57.894,3,3,3,4,2,3,4,4,2,3,3
1239,16:56:58.138,3,3,3,4,2,3,4,4,2,3,3
1240,16:56:58.389,3,3,3,4,2,3,4,4,2,3,3
1241,16:56:58.637,3,3,3,4,2,3,4,4,2,3,3
1242,16:56:58.887,3,3,3,4,2,3,4,4,2,3,3
1243,16:56:59.137,3,3,3,4,2,3,4,4,2,3,3
1244,16:56:59.388,3,3,3,4,2,3,4,4,2,3,3
1245,16:56:59.643,3,3,3,4,2,3,4,4,2,3,3
1246,16:56:59.887,3,3,3,4,2,3,4,4,2,3,3
1247,16:57:00.136,3,3,3,4,2,3,4,4,2,3,3
1248,16:57:00.387,3,3,3,4,2,3,4,4,2,3,3
1249,16:57:00.636,3,3,3,4,2,3,4,4,2,3,3
1250,16:57:00.886,3,3,3,4,2,3,4,4,2,3,3
1251,16:57:01.137,3,3,3,4,2,3,4,4,2,3,3
1252,16:57:01.387,3,3,3,4,2,3,4,4,2,3,3
1253,16:57:01.636,3,3,3,4,2,3,4,4,2,3,3
1254,16:57:01.886,3,3,3,4,2,3,4,4,2,3,3
1255,16:57:02.137,3,3,3,4,2,3,4,4,2,3,3
1256,16:57:02.388,3,3,3,4,2,3,4,4,2,3,3
1257,16:57:02.641,3,3,3,4,2,3,4,4,2,3,3
1258,16:57:02.881,3,3,3,4,2,3,4,4,2,3,3
1259,16:57:03.139,3,3,3,4,2,3,4,4,2,3,3
1260,16:57:03.385,3,3,3,4,2,3,4,4,2,3,3
1261,16:57:03.636,3,3,3,4,2,3,4,4,2,3,3
1262,16:57:03.886,3,3,3,4,2,3,4,4,2,3,3
1263,16:57:04.135,3,3,3,4,2,3,4,4,2,3,3
1264,16:57:04.393,3,3,3,4,2,3,4,4,2,3,3
1265,16:57:04.635,3,3,3,4,2,3,4,4,2,3,3
1266,16:57:04.885,3,3,3,4,2,3,4,4,2,3,3
1267,16:57:05.135,3,3,3,4,2,3,4,4,2,3,3
1268,16:57:05.387,3,3,3,4,2,3,4,4,2,3,3
1269,16:57:05.635,3,3,3,4,2,3,4,4,2,3,3
1270,16:57:05.885,3,3,3,4,2,3,4,4,2,3,3
1271,16:57:06.135,3,3,3,4,2,3,4,4,2,3,3
1272,16:57:06.385,3,3,3,4,2,3,4,4,2,3,3
1273,16:57:06.634,3,3,3,4,2,3,4,4,2,3,3
1274,16:57:06.884,3,3,3,4,2,3,4,4,2,3,3
1275,16:57:07.133,3,3,3,4,2,3,4,4,2,3,3
1276,16:57:07.382,3,3,3,4,2,3,4,4,2,3,3
1277,16:57:07.634,3,3,3,4,2,3,4,4,2,3,3
1278,16:57:07.911,3,3,3,4,2,3,4,4,2,3,3
1279,16:57:08.132,3,3,3,4,2,3,4,4,2,3,3
1280,16:57:08.383,3,3,3,4,2,3,4,4,2,3,3
1281,16:57:08.643,3,3,3,4,2,3,4,4,2,3,3
1282,16:57:08.883,3,3,3,4,2,3,4,4,2,3,3
1283,16:57:09.132,3,3,3,4,2,3,4,4,2,3,3
1284,16:57:09.382,3,3,3,4,2,3,4,4,2,3,3
1285,16:57:09.632,3,3,3,4,2,3,4,4,2,3,3
1286,16:57:09.882,3,3,3,4,2,3,4,4,2,3,3
1287,16:57:10.131,3,3,3,4,2,3,4,4,2,3,3
1288,16:57:10.382,3,3,3,4,2,3,4,4,2,3,3
1289,16:57:10.634,3,3,3,4,2,3,4,4,2,3,3
1290,16:57:10.881,3,3,3,4,2,3,4,4,2,3,3
1291,16:57:11.131,3,3,3,4,2,3,4,4,2,3,3
1292,16:57:11.406,3,3,3,4,2,3,4,4,2,3,3
1293,16:57:11.630,3,3,3,4,2,3,4,4,2,3,3
1294,16:57:11.880,3,3,3,4,2,3,4,4,2,3,3
1295,16:57:12.129,3,3,3,4,2,3,4,4,2,3,3
1296,16:57:12.383,3,3,3,4,2,3,4,4,2,3,3
1297,16:57:12.629,3,3,3,4,2,3,4,4,2,3,3
1298,16:57:12.879,3,3,3,4,2,3,4,4,2,3,3
1299,16:57:13.129,3,3,3,4,2,3,4,4,2,3,3
1300,16:57:13.380,3,3,3,4,2,3,4,4,2,3,3
1301,16:57:13.629,3,3,3,4,2,3,4,4,2,3,3
1302,16:57:13.882,3,3,3,4,2,3,4,4,2,3,3
1303,16:57:14.129,3,3,3,4,2,3,4,4,2,3,3
1304,16:57:14.378,3,3,3,4,2,3,4,4,2,3,3
1305,16:57:14.629,3,3,3,4,2,3,4,4,2,3,3
1306,16:57:14.879,3,3,3,4,2,3,4,4,2,3,3
1307,16:57:15.128,3,3,3,4,2,3,4,4,2,3,3
1308,16:57:15.380,3,3,3,4,2,3,4,4,2,3,3
1309,16:57:15.625,3,3,3,4,2,3,4,4,2,3,3
1310,16:57:15.879,3,3,3,4,2,3,4,4,2,3,3
1311,16:57:16.127,3,3,3,4,2,3,4,4,2,3,3
1312,16:57:16.378,3,3,3,4,2,3,4,4,2,3,3
1313,16:57:16.635,3,3,3,4,2,3,4,4,2,3,3
1314,16:57:16.876,3,3,3,4,2,3,4,4,2,3,3
1315,16:57:17.128,3,3,3,4,2,3,4,4,2,3,3
1316,16:57:17.376,3,3,3,4,2,3,4,4,2,3,3
1317,16:57:17.629,3,3,3,4,2,3,4,4,2,3,3
1318,16:57:17.876,3,3,3,4,2,3,4,4,2,3,3
1319,16:57:18.128,3,3,3,4,2,3,4,4,2,3,3
1320,16:57:18.376,3,3,3,4,2,3,4,4,2,3,3
1321,16:57:18.626,3,3,3,4,2,3,4,4,2,3,3
1322,16:57:18.877,3,3,3,4,2,3,4,4,2,3,3
1323,16:57:19.126,3,3,3,4,2,3,4,4,2,3,3
1324,16:57:19.375,3,3,3,4,2,3,4,4,2,3,3
1325,16:57:19.638,3,3,3,4,2,3,4,4,2,3,3
1326,16:57:19.879,3,3,3,4,2,3,4,4,2,3,3
1327,16:57:20.126,3,3,3,4,2,3,4,4,2,3,3
1328,16:57:20.375,3,3,3,4,2,3,4,4,2,3,3
1329,16:57:20.625,3,3,3,4,2,3,4,4,2,3,3
1330,16:57:20.875,3,3,3,4,2,3,4,4,2,3,3
1331,16:57:21.125,3,3,3,4,2,3,4,4,2,3,3
1332,16:57:21.375,3,3,3,4,2,3,4,4,2,3,3
1333,16:57:21.625,3,3,3,4,2,3,4,4,2,3,3
1334,16:57:21.869,3,3,3,4,2,3,4,4,2,3,3
1335,16:57:22.122,3,3,3,4,2,3,4,4,2,3,3
1336,16:57:22.372,3,3,3,4,2,3,4,4,2,3,3
1337,16:57:22.638,3,3,3,4,2,3,4,4,2,3,3
1338,16:57:22.872,3,3,3,4,2,3,4,4,2,3,3
1339,16:57:23.122,3,3,3,4,2,3,4,4,2,3,3
1340,16:57:23.377,3,3,3,4,2,3,4,4,2,3,3
1341,16:57:23.623,3,3,3,4,2,3,4,4,2,3,3
1342,16:57:23.878,3,3,3,4,2,3,4,4,2,3,3
1343,16:57:24.122,3,3,3,4,2,3,4,4,2,3,3
1344,16:57:24.372,3,3,3,4,2,3,4,4,2,3,3
1345,16:57:24.622,3,3,3,4,2,3,4,4,2,3,3
1346,16:57:24.866,3,3,3,4,2,3,4,4,2,3,3
1347,16:57:25.121,3,3,3,4,2,3,4,4,2,3,3
1348,16:57:25.371,3,3,3,4,2,3,4,4,2,3,3
1349,16:57:25.619,3,3,3,4,2,3,4,4,2,3,3
1350,16:57:25.870,3,3,3,4,2,3,4,4,2,3,3
1351,16:57:26.119,3,3,3,4,2,3,4,4,2,3,3
1352,16:57:26.362,3,3,3,4,2,3,4,4,2,3,3
1353,16:57:26.619,3,3,3,4,2,3,4,4,2,3,3
1354,16:57:26.869,3,3,3,4,2,3,4,4,2,3,3
1355,16:57:27.118,3,3,3,4,2,3,4,4,2,3,3
1356,16:57:27.368,3,3,3,4,2,3,4,4,2,3,3
1357,16:57:27.617,3,3,3,4,2,3,4,4,2,3,3
1358,16:57:27.867,3,3,3,4,2,3,4,4,2,3,3
1359,16:57:28.119,3,3,3,4,2,3,4,4,2,3,3
1360,16:57:28.367,3,3,3,4,2,3,4,4,2,3,3
1361,16:57:28.620,3,3,3,4,2,3,4,4,2,3,3
1362,16:57:28.869,3,3,3,4,2,3,4,4,2,3,3
1363,16:57:29.110,3,3,3,4,2,3,4,4,2,3,3
1364,16:57:29.367,3,3,3,4,2,3,4,4,2,3,3
1365,16:57:29.618,3,3,3,4,2,3,4,4,2,3,3
1366,16:57:29.868,3,3,3,4,2,3,4,4,2,3,3
1367,16:57:30.128,3,3,3,4,2,3,4,4,2,3,3
1368,16:57:30.368,3,3,3,4,2,3,4,4,2,3,3
1369,16:57:30.618,3,3,3,4,2,3,4,4,2,3,3
1370,16:57:30.868,3,3,3,4,2,3,4,4,2,3,3
1371,16:57:31.118,3,3,3,4,2,3,4,4,2,3,3
1372,16:57:31.367,3,3,3,4,2,3,4,4,2,3,3
1373,16:57:31.616,3,3,3,4,2,3,4,4,2,3,3
1374,16:57:31.865,3,3,3,4,2,3,4,4,2,3,3
1375,16:57:32.116,3,3,3,4,2,3,4,4,2,3,3
1376,16:57:32.368,3,3,3,4,2,3,4,4,2,3,3
1377,16:57:32.617,3,3,3,4,2,3,4,4,2,3,3
1378,16:57:32.865,3,3,3,4,2,3,4,4,2,3,3
1379,16:57:33.115,3,3,3,4,2,3,4,4,2,3,3
1380,16:57:33.365,3,3,3,4,2,3,4,4,2,3,3
1381,16:57:33.615,3,3,3,4,2,3,4,4,2,3,3
1382,16:57:33.865,3,3,3,4,2,3,4,4,2,3,3
1383,16:57:34.114,3,3,3,4,2,3,4,4,2,3,3
1384,16:57:34.364,3,3,3,4,2,3,4,4,2,3,3
1385,16:57:34.614,3,3,3,4,2,3,4,4,2,3,3
1386,16:57:34.865,3,3,3,4,2,3,4,4,2,3,3
1387,16:57:35.115,3,3,3,4,2,3,4,4,2,3,3
1388,16:57:35.363,3,3,3,4,2,3,4,4,2,3,3
1389,16:57:35.613,3,3,3,4,2,3,4,4,2,3,3
1390,16:57:35.863,3,3,3,4,2,3,4,4,2,3,3
1391,16:57:36.116,3,3,3,4,2,3,4,4,2,3,3
1392,16:57:36.364,3,3,3,4,2,3,4,4,2,3,3
1393,16:57:36.613,3,3,3,4,2,3,4,4,2,3,3
1394,16:57:36.876,3,3,3,4,2,3,4,4,2,3,3
1395,16:57:37.126,3,3,3,4,2,3,4,4,2,3,3
1396,16:57:37.361,3,3,3,4,2,3,4,4,2,3,3
1397,16:57:37.613,3,3,3,4,2,3,4,4,2,3,3
1398,16:57:37.865,3,3,3,4,2,3,4,4,2,3,3
1399,16:57:38.113,3,3,3,4,2,3,4,4,2,3,3
1400,16:57:38.362,3,3,3,4,2,3,4,4,2,3,3
1401,16:57:38.612,3,3,3,4,2,3,4,4,2,3,3
1402,16:57:38.862,3,3,3,4,2,3,4,4,2,3,3
1403,16:57:39.112,3,3,3,4,2,3,4,4,2,3,3
1404,16:57:39.361,3,3,3,4,2,3,4,4,2,3,3
1405,16:57:39.611,3,3,3,4,2,3,4,4,2,3,3
1406,16:57:39.862,3,3,3,4,2,3,4,4,2,3,3
1407,16:57:40.113,3,3,3,4,2,3,4,4,2,3,3
1408,16:57:40.359,3,3,3,4,2,3,4,4,2,3,3
1409,16:57:40.609,3,3,3,4,2,3,4,4,2,3,3
1410,16:57:40.858,3,3,3,4,2,3,4,4,2,3,3
1411,16:57:41.107,3,3,3,4,2,3,4,4,2,3,3
1412,16:57:41.358,3,3,3,4,2,3,4,4,2,3,3
1413,16:57:41.614,3,3,3,4,2,3,4,4,2,3,3
1414,16:57:41.860,3,3,3,4,2,3,4,4,2,3,3
1415,16:57:42.108,3,3,3,4,2,3,4,4,2,3,3
1416,16:57:42.361,3,3,3,4,2,3,4,4,2,3,3
1417,16:57:42.609,3,3,3,4,2,3,4,4,2,3,3
1418,16:57:42.858,3,3,3,4,2,3,4,4,2,3,3
1419,16:57:43.108,3,3,3,4,2,3,4,4,2,3,3
1420,16:57:43.359,3,3,3,4,2,3,4,4,2,3,3
1421,16:57:43.608,3,3,3,4,2,3,4,4,2,3,3
1422,16:57:43.861,3,3,3,4,2,3,4,4,2,3,3
1423,16:57:44.110,3,3,3,4,2,3,4,4,2,3,3
1424,16:57:44.358,3,3,3,4,2,3,4,4,2,3,3
1425,16:57:44.608,3,3,3,4,2,3,4,4,2,3,3
1426,16:57:44.857,3,3,3,4,2,3,4,4,2,3,3
1427,16:57:45.107,3,3,3,4,2,3,4,4,2,3,3
1428,16:57:45.359,3,3,3,4,2,3,4,4,2,3,3
1429,16:57:45.608,3,3,3,4,2,3,4,4,2,3,3
1430,16:57:45.857,3,3,3,4,2,3,4,4,2,3,3
1431,16:57:46.105,3,3,3,4,2,3,4,4,2,3,3
1432,16:57:46.355,3,3,3,4,2,3,4,4,2,3,3
1433,16:57:46.616,3,3,3,4,2,3,4,4,2,3,3
1434,16:57:46.854,3,3,3,4,2,3,4,4,2,3,3
1435,16:57:47.103,3,3,3,4,2,3,4,4,2,3,3
1436,16:57:47.353,3,3,3,4,2,3,4,4,2,3,3
1437,16:57:47.603,3,3,3,4,2,3,4,4,2,3,3
1438,16:57:47.854,3,3,3,4,2,3,4,4,2,3,3
1439,16:57:48.103,3,3,3,4,2,3,4,4,2,3,3
1440,16:57:48.354,3,3,3,4,2,3,4,4,2,3,3
1441,16:57:48.604,3,3,3,4,2,3,4,4,2,3,3
1442,16:57:48.853,3,3,3,4,2,3,4,4,2,3,3
1443,16:57:49.104,3,3,3,4,2,3,4,4,2,3,3
1444,16:57:49.353,3,3,3,4,2,3,4,4,2,3,3
1445,16:57:49.602,3,3,3,4,2,3,4,4,2,3,3
1446,16:57:49.853,3,3,3,4,2,3,4,4,2,3,3
1447,16:57:50.103,3,3,3,4,2,3,4,4,2,3,3
1448,16:57:50.352,3,3,3,4,2,3,4,4,2,3,3
1449,16:57:50.602,3,3,3,4,2,3,4,4,2,3,3
1450,16:57:50.853,3,3,3,4,2,3,4,4,2,3,3
1451,16:57:51.128,3,3,3,4,2,3,4,4,2,3,3
1452,16:57:51.351,3,3,3,4,2,3,4,4,2,3,3
1453,16:57:51.601,3,3,3,4,2,3,4,4,2,3,3
1454,16:57:51.852,3,3,3,4,2,3,4,4,2,3,3
1455,16:57:52.103,3,3,3,4,2,3,4,4,2,3,3
1456,16:57:52.352,3,3,3,4,2,3,4,4,2,3,3
1457,16:57:52.601,3,3,3,4,2,3,4,4,2,3,3
1458,16:57:52.852,3,3,3,4,2,3,4,4,2,3,3
1459,16:57:53.104,3,3,3,4,2,3,4,4,2,3,3
1460,16:57:53.351,3,3,3,4,2,3,4,4,2,3,3
1461,16:57:53.604,3,3,3,4,2,3,4,4,2,3,3
1462,16:57:53.852,3,3,3,4,2,3,4,4,2,3,3
1463,16:57:54.102,3,3,3,4,2,3,4,4,2,3,3
1464,16:57:54.353,3,3,3,4,2,3,4,4,2,3,3
1465,16:57:54.625,3,3,3,4,2,3,4,4,2,3,3
1466,16:57:54.850,3,3,3,4,2,3,4,4,2,3,3
1467,16:57:55.101,3,3,3,4,2,3,4,4,2,3,3
1468,16:57:55.354,3,3,3,4,2,3,4,4,2,3,3
1469,16:57:55.600,3,3,3,4,2,3,4,4,2,3,3
1470,16:57:55.850,3,3,3,4,2,3,4,4,2,3,3
1471,16:57:56.100,3,3,3,4,2,3,4,4,2,3,3
1472,16:57:56.350,3,3,3,4,2,3,4,4,2,3,3
1473,16:57:56.600,3,3,3,4,2,3,4,4,2,3,3
1474,16:57:56.865,3,3,3,4,2,3,4,4,2,3,3
1475,16:57:57.101,3,3,3,4,2,3,4,4,2,3,3
1476,16:57:57.349,3,3,3,4,2,3,4,4,2,3,3
1477,16:57:57.597,3,3,3,4,2,3,4,4,2,3,3
1478,16:57:57.847,3,3,3,4,2,3,4,4,2,3,3
1479,16:57:58.096,3,3,3,4,2,3,4,4,2,3,3
1480,16:57:58.346,3,3,3,4,2,3,4,4,2,3,3
1481,16:57:58.597,3,3,3,4,2,3,4,4,2,3,3
1482,16:57:58.846,3,3,3,4,2,3,4,4,2,3,3
1483,16:57:59.097,3,3,3,4,2,3,4,4,2,3,3
1484,16:57:59.351,3,3,3,4,2,3,4,4,2,3,3
1485,16:57:59.600,3,3,3,4,2,3,4,4,2,3,3
1486,16:57:59.846,3,3,3,4,2,3,4,4,2,3,3
1487,16:58:00.099,3,3,3,4,2,3,4,4,2,3,3
1488,16:58:00.347,3,3,3,4,2,3,4,4,2,3,3
1489,16:58:00.596,3,3,3,4,2,3,4,4,2,3,3
1490,16:58:00.845,3,3,3,4,2,3,4,4,2,3,3
1491,16:58:01.097,3,3,3,4,2,3,4,4,2,3,3
1492,16:58:01.370,3,3,3,4,2,3,4,4,2,3,3
1493,16:58:01.595,3,3,3,4,2,3,4,4,2,3,3
1494,16:58:01.844,3,3,3,4,2,3,4,4,2,3,3
1495,16:58:02.094,3,3,3,4,2,3,4,4,2,3,3
1496,16:58:02.344,3,3,3,4,2,3,4,4,2,3,3
1497,16:58:02.594,3,3,3,4,2,3,4,4,2,3,3
1498,16:58:02.845,3,3,3,4,2,3,4,4,2,3,3
1499,16:58:03.095,3,3,3,4,2,3,4,4,2,3,3
1500,16:58:03.345,3,3,3,4,2,3,4,4,2,3,3
1501,16:58:03.595,3,3,3,4,2,3,4,4,2,3,3
1502,16:58:03.844,3,3,3,4,2,3,4,4,2,3,3
1503,16:58:04.094,3,3,3,4,2,3,4,4,2,3,3
1504,16:58:04.343,3,3,3,4,2,3,4,4,2,3,3
1505,16:58:04.593,3,3,3,4,2,3,4,4,2,3,3
1506,16:58:04.843,3,3,3,4,2,3,4,4,2,3,3
1507,16:58:05.093,3,3,3,4,2,3,4,4,2,3,3
1508,16:58:05.343,3,3,3,4,2,3,4,4,2,3,3
1509,16:58:05.594,3,3,3,4,2,3,4,4,2,3,3
1510,16:58:05.842,3,3,3,4,2,3,4,4,2,3,3
1511,16:58:06.094,3,3,3,4,2,3,4,4,2,3,3
1512,16:58:06.344,3,3,3,4,2,3,4,4,2,3,3
1513,16:58:06.586,3,3,3,4,2,3,4,4,2,3,3
1514,16:58:06.840,3,3,3,4,2,3,4,4,2,3,3
1515,16:58:07.090,3,3,3,4,2,3,4,4,2,3,3
1516,16:58:07.341,3,3,3,4,2,3,4,4,2,3,3
1517,16:58:07.589,3,3,3,4,2,3,4,4,2,3,3
1518,16:58:07.841,3,3,3,4,2,3,4,4,2,3,3
1519,16:58:08.089,3,3,3,4,2,3,4,4,2,3,3
1520,16:58:08.338,3,3,3,4,2,3,4,4,2,3,3
1521,16:58:08.590,3,3,3,4,2,3,4,4,2,3,3
1522,16:58:08.838,3,3,3,4,2,3,4,4,2,3,3
1523,16:58:09.088,3,3,3,4,2,3,4,4,2,3,3
1524,16:58:09.338,3,3,3,4,2,3,4,4,2,3,3
1525,16:58:09.589,3,3,3,4,2,3,4,4,2,3,3
1526,16:58:09.844,3,3,3,4,2,3,4,4,2,3,3
1527,16:58:10.087,3,3,3,4,2,3,4,4,2,3,3
1528,16:58:10.339,3,3,3,4,2,3,4,4,2,3,3
1529,16:58:10.627,3,3,3,4,2,3,4,4,2,3,3
1530,16:58:50.879,1,2,2,3,2,1,2,2,3,1,1
1531,16:58:51.135,1,2,2,3,2,1,2,2,3,1,1
1532,16:58:51.377,1,2,2,3,2,1,2,2,3,1,1
1533,16:58:51.626,1,2,2,3,2,1,2,2,3,1,1
1534,16:58:51.879,1,2,2,3,2,1,2,2,3,1,1
1535,16:58:52.127,1,2,2,3,2,1,2,2,3,1,1
1536,16:58:52.377,1,2,2,3,2,1,2,2,3,1,1
1537,16:58:52.628,1,2,2,3,2,1,2,2,3,1,1
1538,16:58:52.879,1,2,2,3,2,1,2,2,3,1,1
1539,16:58:53.126,1,2,2,3,2,1,2,2,3,1,1
1540,16:58:53.402,1,2,2,3,2,1,2,2,3,1,1
1541,16:58:53.626,1,2,2,3,2,1,2,2,3,1,1
1542,16:58:53.875,1,2,2,3,2,1,2,2,3,1,1
1543,16:58:54.125,1,2,2,3,2,1,2,2,3,1,1
1544,16:58:54.374,1,2,2,3,2,1,2,2,3,1,1
1545,16:58:54.624,1,2,2,3,2,1,2,2,3,1,1
1546,16:58:54.875,1,2,2,3,2,1,2,2,3,1,1
1547,16:58:55.126,1,2,2,3,2,1,2,2,3,1,1
1548,16:58:55.376,1,2,2,3,2,1,2,2,3,1,1
1549,16:58:55.624,1,2,2,3,2,1,2,2,3,1,1
1550,16:58:55.875,1,2,2,3,2,1,2,2,3,1,1
1551,16:58:56.124,1,2,2,3,2,1,2,2,3,1,1
1552,16:58:56.374,1,2,2,3,2,1,2,2,3,1,1
1553,16:58:56.624,1,2,2,3,2,1,2,2,3,1,1
1554,16:58:56.873,1,2,2,3,2,1,2,2,3,1,1
1555,16:58:57.124,1,2,2,3,2,1,2,2,3,1,1
1556,16:58:57.374,1,2,2,3,2,1,2,2,3,1,1
1557,16:58:57.623,1,2,2,3,2,1,2,2,3,1,1
1558,16:58:57.873,1,2,2,3,2,1,2,2,3,1,1
1559,16:58:58.121,1,2,2,3,2,1,2,2,3,1,1
1560,16:58:58.372,1,2,2,3,2,1,2,2,3,1,1
1561,16:58:58.623,1,2,2,3,2,1,2,2,3,1,1
1562,16:58:58.872,1,2,2,3,2,1,2,2,3,1,1
1563,16:58:59.122,1,2,2,3,2,1,2,2,3,1,1
1564,16:58:59.373,1,2,2,3,2,1,2,2,3,1,1
1565,16:58:59.621,1,2,2,3,2,1,2,2,3,1,1
1566,16:58:59.871,1,2,2,3,2,1,2,2,3,1,1
1567,16:59:00.120,1,2,2,3,2,1,2,2,3,1,1
1568,16:59:00.369,1,2,2,3,2,1,2,2,3,1,1
1569,16:59:00.623,1,2,2,3,2,1,2,2,3,1,1
1570,16:59:00.872,1,2,2,3,2,1,2,2,3,1,1
1571,16:59:01.121,1,2,2,3,2,1,2,2,3,1,1
1572,16:59:01.371,1,2,2,3,2,1,2,2,3,1,1
1573,16:59:01.621,1,2,2,3,2,1,2,2,3,1,1
1574,16:59:01.866,1,2,2,3,2,1,2,2,3,1,1
1575,16:59:02.121,1,2,2,3,2,1,2,2,3,1,1
1576,16:59:02.370,1,2,2,3,2,1,2,2,3,1,1
1577,16:59:02.620,1,2,2,3,2,1,2,2,3,1,1
